agency_id,state_name,region_name,agency_type_name
19574,Texas,South,City
19702,Texas,South,City
19703,Texas,South,City
19575,Texas,South,City
19576,Texas,South,City
19580,Texas,South,County
19581,Texas,South,City
19582,Texas,South,County
19583,Texas,South,County
19584,Texas,South,City
19704,Texas,South,City
19705,Texas,South,City
19706,Texas,South,City
19585,Texas,South,City
19707,Texas,South,City
19586,Texas,South,City
19708,Texas,South,City
19587,Texas,South,City
19588,Texas,South,City
19590,Texas,South,County
19591,Texas,South,City
19709,Texas,South,City
19710,Texas,South,City
19592,Texas,South,County
19593,Texas,South,City
19711,Texas,South,City
19594,Texas,South,County
19595,Texas,South,City
19597,Texas,South,City
19598,Texas,South,City
19599,Texas,South,County
19600,Texas,South,City
19601,Texas,South,City
19602,Texas,South,City
19604,Texas,South,City
19605,Texas,South,County
19606,Texas,South,City
19607,Texas,South,City
19608,Texas,South,City
19609,Texas,South,County
19610,Texas,South,City
19611,Texas,South,University or College
19613,Texas,South,Other
19614,Texas,South,County
19615,Texas,South,City
19617,Texas,South,County
19618,Texas,South,County
19619,Texas,South,City
19620,Texas,South,University or College
19621,Texas,South,County
19623,Texas,South,County
19624,Texas,South,County
19625,Texas,South,City
19626,Texas,South,City
19628,Texas,South,City
19629,Texas,South,County
19630,Texas,South,City
19632,Texas,South,County
19633,Texas,South,City
19634,Texas,South,City
19635,Texas,South,City
19636,Texas,South,County
19832,Texas,South,City
19833,Texas,South,City
19834,Texas,South,City
19835,Texas,South,City
19836,Texas,South,City
19712,Texas,South,City
19837,Texas,South,City
19838,Texas,South,University or College
19839,Texas,South,City
19713,Texas,South,City
19840,Texas,South,City
19842,Texas,South,City
19843,Texas,South,County
19844,Texas,South,City
19847,Texas,South,Other
19848,Texas,South,County
19849,Texas,South,City
19850,Texas,South,City
19851,Texas,South,County
19852,Texas,South,City
19853,Texas,South,City
19854,Texas,South,City
19855,Texas,South,County
19856,Texas,South,City
19857,Texas,South,City
19858,Texas,South,City
19859,Texas,South,City
19860,Texas,South,County
19861,Texas,South,City
19862,Texas,South,County
19863,Texas,South,City
19864,Texas,South,City
19865,Texas,South,County
19866,Texas,South,County
19869,Texas,South,City
19714,Texas,South,City
19715,Texas,South,City
19716,Texas,South,City
19717,Texas,South,City
19718,Texas,South,City
19719,Texas,South,City
19720,Texas,South,City
19721,Texas,South,City
19722,Texas,South,City
19723,Texas,South,City
19724,Texas,South,City
19725,Texas,South,City
19726,Texas,South,City
19727,Texas,South,City
19728,Texas,South,City
19729,Texas,South,City
19730,Texas,South,City
19731,Texas,South,University or College
19733,Texas,South,Other
19734,Texas,South,University or College
19735,Texas,South,City
19736,Texas,South,City
19738,Texas,South,Other
19739,Texas,South,County
19740,Texas,South,City
19741,Texas,South,City
19742,Texas,South,City
19743,Texas,South,University or College
19746,Texas,South,County
19747,Texas,South,City
19748,Texas,South,County
19749,Texas,South,County
19750,Texas,South,City
19751,Texas,South,County
19752,Texas,South,City
19753,Texas,South,University or College
19755,Texas,South,County
19756,Texas,South,City
19757,Texas,South,City
19758,Texas,South,City
19759,Texas,South,City
19760,Texas,South,University or College
19761,Texas,South,City
19762,Texas,South,City
19763,Texas,South,City
19764,Texas,South,City
19765,Texas,South,City
19766,Texas,South,City
19767,Texas,South,Other
19768,Texas,South,City
19769,Texas,South,Other
19770,Texas,South,County
19772,Texas,South,County
19773,Texas,South,City
19774,Texas,South,County
19775,Texas,South,City
19776,Texas,South,City
19777,Texas,South,City
19779,Texas,South,County
19781,Texas,South,County
19782,Texas,South,City
19783,Texas,South,City
19784,Texas,South,County
19786,Texas,South,County
19788,Texas,South,City
19789,Texas,South,City
19790,Texas,South,City
19791,Texas,South,City
19792,Texas,South,County
19793,Texas,South,City
19794,Texas,South,County
19795,Texas,South,City
19796,Texas,South,County
19870,Texas,South,City
19797,Texas,South,City
19798,Texas,South,City
19799,Texas,South,City
19800,Texas,South,University or College
19802,Texas,South,County
19803,Texas,South,City
19804,Texas,South,County
19805,Texas,South,City
19807,Texas,South,County
19808,Texas,South,City
19810,Texas,South,University or College
19812,Texas,South,Other
19813,Texas,South,County
19814,Texas,South,City
19815,Texas,South,City
19816,Texas,South,County
19818,Texas,South,County
19819,Texas,South,City
19820,Texas,South,City
19821,Texas,South,City
19822,Texas,South,City
19823,Texas,South,University or College
19824,Texas,South,County
19825,Texas,South,City
19826,Texas,South,County
19828,Texas,South,City
19829,Texas,South,Other
19831,Texas,South,County
22859,Texas,South,Other
22869,Texas,South,Other
22879,Texas,South,City
23047,Texas,South,City
23048,Texas,South,University or College
23100,Texas,South,City
23129,Texas,South,Other
23142,Texas,South,Other
23161,Texas,South,City
23188,Texas,South,Other
23200,Texas,South,City
25406,Texas,South,City
25409,Texas,South,City
25431,Texas,South,City
25581,Texas,South,Other
25661,Texas,South,Other
25713,Texas,South,City
25846,Texas,South,University or College
25878,Texas,South,Other
25906,Texas,South,Tribal
26225,Texas,South,City
26228,Texas,South,City
26229,Texas,South,City
26265,Texas,South,Other
26289,Texas,South,Other
26290,Texas,South,City
26620,Texas,South,Other
27047,Texas,South,City
27340,Texas,South,City
27341,Texas,South,University or College
27352,Texas,South,City
27733,Texas,South,City
27734,Texas,South,University or College
27753,Texas,South,City
27754,Texas,South,Other
28214,Texas,South,City
28216,Texas,South,City
28217,Texas,South,University or College
28254,Texas,South,University or College
28314,Texas,South,City
28334,Texas,South,Other
28335,Texas,South,City
28336,Texas,South,City
28594,Texas,South,City
28636,Texas,South,City
28637,Texas,South,City
28674,Texas,South,City
28675,Texas,South,City
28676,Texas,South,Other
28677,Texas,South,Other
28678,Texas,South,Other
28679,Texas,South,Other
28794,Texas,South,University or College
28795,Texas,South,City
28814,Texas,South,University or College
28934,Texas,South,Other
28954,Texas,South,City
29015,Texas,South,City
29034,Texas,South,City
29254,Texas,South,Other
29475,Texas,South,Other
29495,Texas,South,Other
29534,Texas,South,Other
29575,Texas,South,Other
29834,Texas,South,University or College
29874,Texas,South,City
29934,Texas,South,Other
30114,Texas,South,City
30734,Texas,South,Other
30754,Texas,South,Other
30874,Texas,South,University or College
31094,Texas,South,Other
31994,Texas,South,Other
32054,Texas,South,Other
32135,Texas,South,Other
32174,Texas,South,Other
32254,Texas,South,City
32334,Texas,South,Other
32806,Texas,South,City
32807,Texas,South,City
32808,Texas,South,Other
32809,Texas,South,University or College
33154,Texas,South,Other
33174,Texas,South,Other
33175,Texas,South,Other
33214,Texas,South,Other
33310,Texas,South,University or College
33318,Texas,South,City
33329,Texas,South,City
33333,Texas,South,University or College
33342,Texas,South,City
33358,Texas,South,Other
33360,Texas,South,City
33363,Texas,South,Other
33370,Texas,South,Other
33372,Texas,South,Other
33378,Texas,South,Other
33384,Texas,South,City
33386,Texas,South,Other
33403,Texas,South,University or College
33411,Texas,South,Other
33413,Texas,South,Other
33439,Texas,South,Other
33441,Texas,South,Other
33453,Texas,South,Other
33461,Texas,South,Other
33476,Texas,South,Other
33478,Texas,South,Other
33669,Texas,South,Other
19871,Texas,South,City
18756,Texas,South,County
18764,Texas,South,County
18882,Texas,South,City
18902,Texas,South,City
18905,Texas,South,City
18954,Texas,South,County
18958,Texas,South,City
19047,Texas,South,City
19122,Texas,South,County
19135,Texas,South,County
19160,Texas,South,City
19103,Texas,South,City
19405,Texas,South,City
19454,Texas,South,City
19490,Texas,South,City
19510,Texas,South,City
19518,Texas,South,County
19556,Texas,South,County
19571,Texas,South,City
19274,Texas,South,Other
19579,Texas,South,City
19589,Texas,South,City
19596,Texas,South,City
19315,Texas,South,City
19631,Texas,South,County
19656,Texas,South,City
19673,Texas,South,City
19330,Texas,South,City
25874,Texas,South,City
25875,Texas,South,City
26226,Texas,South,Other
26310,Texas,South,Other
27343,Texas,South,Other
27735,Texas,South,City
28294,Texas,South,City
33312,Texas,South,City
33331,Texas,South,City
33399,Texas,South,University or College
33671,Texas,South,Other
33709,Texas,South,Other
33774,Texas,South,Other
33785,Texas,South,Other
33814,Texas,South,City
33818,Texas,South,City
34140,Texas,South,City
34147,Texas,South,Other
34171,Texas,South,Other
34210,Texas,South,Other
34396,Texas,South,Other
34426,Texas,South,Other
34434,Texas,South,University or College
34436,Texas,South,Other
34590,Texas,South,City
34698,Texas,South,Other
34830,,,
19778,Texas,South,City
19785,Texas,South,City
19787,Texas,South,City
19811,Texas,South,Other
19846,Texas,South,City
18844,Texas,South,City
18763,Texas,South,City
18767,Texas,South,County
18854,Texas,South,City
18892,Texas,South,City
18894,Texas,South,City
18803,,,
18898,Texas,South,City
18922,Texas,South,City
18824,Texas,South,University or College
18830,Texas,South,Other
18831,Texas,South,Other
19040,Texas,South,Other
19079,Texas,South,County
19001,Texas,South,City
19112,Texas,South,City
19141,Texas,South,City
19158,Texas,South,County
19178,Texas,South,City
19189,Texas,South,City
19196,Texas,South,City
19202,Texas,South,University or College
19199,Texas,South,City
19426,Texas,South,County
19220,Texas,South,City
19431,Texas,South,County
19433,Texas,South,City
19466,Texas,South,County
19467,Texas,South,City
19482,Texas,South,City
19506,Texas,South,County
19525,Texas,South,County
19535,Texas,South,City
19573,Texas,South,City
19578,Texas,South,Other
19266,Texas,South,University or College
19269,Texas,South,Other
19603,Texas,South,County
19616,Texas,South,City
19627,Texas,South,County
19311,Texas,South,City
19649,Texas,South,City
19653,Texas,South,County
19660,Texas,South,City
19684,Texas,South,Other
19694,Texas,South,County
19365,Texas,South,City
19392,Texas,South,City
19402,Texas,South,City
19801,Texas,South,Other
19806,Texas,South,University or College
19827,Texas,South,City
19737,Texas,South,University or College
19845,Texas,South,City
19744,Texas,South,University or College
19867,Texas,South,City
22862,,,
22864,,,
22865,,,
22868,,,
23217,Texas,South,Other
25876,Texas,South,City
25877,Texas,South,City
26293,Texas,South,Other
26691,,,
28315,Texas,South,University or College
28394,Texas,South,University or College
31997,Texas,South,University or College
33459,Texas,South,City
34138,Texas,South,Other
34665,Texas,South,Other
34797,Texas,South,Other
34865,Texas,South,City
35325,Texas,South,Other
35358,Texas,South,Other
36216,Texas,South,Other
36282,Texas,South,City
36480,Texas,South,City
36715,Texas,South,Other
36845,Texas,South,Other
37043,Texas,South,Other
37076,Texas,South,University or College
37208,Texas,South,Other
37214,Texas,South,Other
37216,Texas,South,Other
37274,Texas,South,Other
37276,Texas,South,Other
37278,Texas,South,Other
37338,Texas,South,University or College
37340,Texas,South,City
37410,Texas,South,Other
37414,Texas,South,City
37416,Texas,South,Other
37426,Texas,South,Other
37470,Texas,South,Other
37507,Texas,South,Other State Agency
37515,Texas,South,Other
37521,Texas,South,Other
37527,Texas,South,Other
37544,Texas,South,Other
37548,Texas,South,Other
37560,Texas,South,Other
37602,Texas,South,Other
37734,Texas,South,Other
37742,Texas,South,City
37899,Texas,South,Other
37967,Texas,South,Other
38002,Texas,South,Other
38004,Texas,South,Other
38064,Texas,South,Other
38130,Texas,South,Other
38163,Texas,South,University or College
38167,Texas,South,University or College
38196,Texas,South,Other
38200,Texas,South,Other
38235,Texas,South,Other
38363,Texas,South,Other
38373,Texas,South,Other
38377,Texas,South,Other
38464,Texas,South,Other
38468,Texas,South,Other
38530,Texas,South,Other
38561,Texas,South,Other
38592,Texas,South,City
38658,Texas,South,City
38693,Texas,South,Other
38759,Texas,South,Other
38889,Texas,South,Tribal
39087,Texas,South,Other
39120,Texas,South,University or College
39186,Texas,South,University or College
39223,Texas,South,Other
39252,Texas,South,Other
39290,Texas,South,Other
39292,Texas,South,Other
39390,Texas,South,Other
39450,Texas,South,Other
39549,Texas,South,Other
39749,Texas,South,Other
39848,Texas,South,Other
39924,Texas,South,Other
40048,Texas,South,Other
18828,Texas,South,University or College
18836,Texas,South,City
18801,Texas,South,City
18920,Texas,South,Other
18944,Texas,South,City
18976,Texas,South,City
19125,Texas,South,City
19128,Texas,South,City
19174,Texas,South,University or College
19179,Texas,South,University or College
19360,Texas,South,City
19378,Texas,South,City
19393,Texas,South,City
19457,Texas,South,City
19479,Texas,South,City
19481,Texas,South,Other
19502,Texas,South,City
19504,Texas,South,University or College
19272,Texas,South,University or College
19534,Texas,South,County
19547,Texas,South,City
19346,Texas,South,City
19577,Texas,South,University or College
19771,,,
19841,Texas,South,City
22866,Texas,South,Other
22867,Texas,South,Other
22874,Texas,South,Other
23218,Texas,South,City
23309,Texas,South,City
25405,Texas,South,University or College
25407,Texas,South,City
25408,Texas,South,City
25770,Texas,South,City
25856,Texas,South,Other
27353,Texas,South,City
33274,Texas,South,City
33712,Texas,South,City
34134,Texas,South,Other
37383,Texas,South,Other
37387,Texas,South,Other
37418,Texas,South,Other
37511,Texas,South,Other
37529,Texas,South,Other
37554,Texas,South,City
37558,Texas,South,Other
37604,Texas,South,Other
38000,Texas,South,Other
38526,Texas,South,Other
38559,Texas,South,Other
38598,Texas,South,Other
39188,Texas,South,University or College
39221,Texas,South,Other
39320,Texas,South,Other
39489,Texas,South,Other
39516,Texas,South,Other
39716,Texas,South,Other
39747,Texas,South,Other
40110,Texas,South,City
40275,Texas,South,Other
40343,Texas,South,Other
40671,Texas,South,Other
40673,Texas,South,Other
40704,Texas,South,City
40836,Texas,South,Other
40968,Texas,South,Other
41100,Texas,South,Other
41138,Texas,South,Other
41199,Texas,South,Other
41267,Texas,South,Other
41269,Texas,South,Other
41271,Texas,South,Other
41298,Texas,South,Other
41331,Texas,South,City
41397,Texas,South,Other
41430,Texas,South,University or College
41496,Texas,South,Other
41562,Texas,South,Other
41595,Texas,South,Other
41727,Texas,South,Other
41991,Texas,South,Other
42092,Texas,South,City
42156,Texas,South,City
42193,Texas,South,Other
42255,Texas,South,Other
42290,Texas,South,City
42354,Texas,South,Other
42387,Texas,South,Other
42391,Texas,South,Other
42519,Texas,South,City
42552,Texas,South,City
42585,Texas,South,Other
42618,Texas,South,Other
42653,Texas,South,Other
42752,Texas,South,Other
42915,Texas,South,Other
43015,Texas,South,Other
43246,Texas,South,Other
43247,Texas,South,City
43248,Texas,South,City
43279,Texas,South,Other
43313,Texas,South,Other
43345,Texas,South,Other
43377,Texas,South,Other
43378,Texas,South,Other
43575,Texas,South,City
44071,,,
12946,New York,Northeast,City
13045,New York,Northeast,City
13067,New York,Northeast,County
12948,New York,Northeast,City
13068,New York,Northeast,City
13081,New York,Northeast,City
12968,New York,Northeast,County
13083,New York,Northeast,City
13084,New York,Northeast,City
13088,New York,Northeast,City
12969,New York,Northeast,City
12970,New York,Northeast,City
12971,New York,Northeast,City
12976,New York,Northeast,City
12978,New York,Northeast,County
12979,New York,Northeast,City
12993,New York,Northeast,City
12999,New York,Northeast,County
13000,New York,Northeast,City
13001,New York,Northeast,City
13002,New York,Northeast,City
13009,New York,Northeast,City
13012,New York,Northeast,City
13016,New York,Northeast,City
13017,New York,Northeast,City
13205,New York,Northeast,County
13136,New York,Northeast,County
13137,New York,Northeast,City
13154,New York,Northeast,City
13207,New York,Northeast,City
13162,New York,Northeast,County
13163,New York,Northeast,City
13209,New York,Northeast,City
13184,New York,Northeast,County
13210,New York,Northeast,City
13211,New York,Northeast,City
13212,New York,Northeast,City
13190,New York,Northeast,County
13214,New York,Northeast,City
13419,New York,Northeast,County
13425,New York,Northeast,City
13426,New York,Northeast,City
13427,New York,Northeast,City
13215,New York,Northeast,City
13216,New York,Northeast,City
13218,New York,Northeast,County
13229,New York,Northeast,City
13430,New York,Northeast,City
13261,New York,Northeast,City
13279,New York,Northeast,County
13432,New York,Northeast,City
13281,New York,Northeast,City
13434,New York,Northeast,City
13437,New York,Northeast,County
13438,New York,Northeast,City
13439,New York,Northeast,City
13440,New York,Northeast,City
13441,New York,Northeast,City
13443,New York,Northeast,City
13446,New York,Northeast,County
13282,New York,Northeast,City
13285,New York,Northeast,City
13286,New York,Northeast,City
13287,New York,Northeast,City
13289,New York,Northeast,County
13290,New York,Northeast,City
13460,New York,Northeast,City
13291,New York,Northeast,City
13473,New York,Northeast,County
13475,New York,Northeast,City
13526,New York,Northeast,City
13553,New York,Northeast,County
13556,New York,Northeast,Other
13560,New York,Northeast,City
13561,New York,Northeast,City
13562,New York,Northeast,City
13564,New York,Northeast,City
13565,New York,Northeast,City
13566,New York,Northeast,City
13294,New York,Northeast,City
13567,New York,Northeast,City
13303,New York,Northeast,City
13568,New York,Northeast,City
13569,New York,Northeast,City
13573,New York,Northeast,City
13574,New York,Northeast,County
13335,New York,Northeast,City
13575,New York,Northeast,City
13344,New York,Northeast,City
13584,New York,Northeast,City
13605,New York,Northeast,City
13346,New York,Northeast,City
13349,New York,Northeast,City
13608,New York,Northeast,City
13360,New York,Northeast,City
13367,New York,Northeast,City
13374,New York,Northeast,County
13376,New York,Northeast,City
13385,New York,Northeast,City
13396,New York,Northeast,City
13611,New York,Northeast,City
13621,New York,Northeast,City
13631,New York,Northeast,City
13633,New York,Northeast,City
13641,New York,Northeast,City
13647,New York,Northeast,County
13648,New York,Northeast,City
13653,New York,Northeast,County
14057,New York,Northeast,Tribal
13670,New York,Northeast,University or College
13675,New York,Northeast,University or College
13676,New York,Northeast,University or College
13678,New York,Northeast,University or College
13680,New York,Northeast,University or College
13682,New York,Northeast,University or College
13683,New York,Northeast,University or College
13687,New York,Northeast,University or College
13693,New York,Northeast,University or College
13694,New York,Northeast,University or College
14058,New York,Northeast,Tribal
13695,New York,Northeast,University or College
23153,New York,Northeast,City
29174,New York,Northeast,City
13697,New York,Northeast,University or College
12939,New York,Northeast,City
13056,New York,Northeast,County
13057,New York,Northeast,City
13058,New York,Northeast,City
13072,New York,Northeast,City
12992,New York,Northeast,County
13033,New York,Northeast,City
13091,New York,Northeast,City
13206,New York,Northeast,City
13132,New York,Northeast,City
13133,New York,Northeast,City
13138,New York,Northeast,City
13338,New York,Northeast,City
13347,New York,Northeast,City
13384,New York,Northeast,County
13428,New York,Northeast,City
13431,New York,Northeast,City
13213,New York,Northeast,City
13227,New York,Northeast,City
13464,New York,Northeast,City
13465,New York,Northeast,County
13471,New York,Northeast,County
13478,New York,Northeast,County
13538,New York,Northeast,County
13539,New York,Northeast,City
13581,New York,Northeast,County
13679,New York,Northeast,University or College
13021,New York,Northeast,County
13022,New York,Northeast,City
13024,New York,Northeast,City
13026,New York,Northeast,City
13069,New York,Northeast,City
13087,New York,Northeast,County
13198,New York,Northeast,County
13199,New York,Northeast,City
13200,New York,Northeast,City
13202,New York,Northeast,City
13093,New York,Northeast,City
13094,New York,Northeast,City
13100,New York,Northeast,City
13107,New York,Northeast,City
13109,New York,Northeast,City
13112,New York,Northeast,City
13117,New York,Northeast,City
13131,New York,Northeast,County
13365,New York,Northeast,City
13375,New York,Northeast,City
13274,New York,Northeast,City
13433,New York,Northeast,City
13483,New York,Northeast,City
13510,New York,Northeast,City
13543,New York,Northeast,City
13545,New York,Northeast,County
13546,New York,Northeast,City
13547,New York,Northeast,City
13549,New York,Northeast,City
13550,New York,Northeast,City
13551,New York,Northeast,City
13571,New York,Northeast,City
13602,New York,Northeast,City
13609,New York,Northeast,City
13672,New York,Northeast,University or College
13023,New York,Northeast,City
13061,New York,Northeast,County
13082,New York,Northeast,City
13090,New York,Northeast,City
13103,New York,Northeast,City
13203,New York,Northeast,City
13114,New York,Northeast,City
13116,New York,Northeast,City
13391,New York,Northeast,County
13397,New York,Northeast,City
13222,New York,Northeast,City
13523,New York,Northeast,City
